iter	LogCosh
189	0.1042282943
190	0.1040693776
191	0.1036719734
192	0.1033637207
193	0.1031500803
194	0.1028589409
195	0.1026994492
196	0.1023422826
197	0.1019579777
198	0.1015901968
199	0.1012364623
200	0.1009205481
201	0.1006089603
202	0.1001898189
203	0.09987957515
204	0.09949657202
205	0.09925249575
206	0.09882339506
207	0.09851779547
208	0.09818081914
209	0.09779114768
210	0.09757893296
211	0.09723265075
212	0.09697573922
213	0.09674904151
214	0.09654074709
215	0.09613749714
216	0.09593345532
217	0.09565709731
218	0.0955097655
219	0.09527879048
220	0.09495912944
221	0.09463349961
222	0.09431114273
223	0.09405980803
224	0.09388639862
225	0.09349986054
226	0.09322064548
227	0.09301899975
228	0.09277565401
229	0.09236713514
230	0.09219510927
231	0.09195625312
232	0.09171557937
233	0.09160186081
234	0.09136421308
235	0.09112949249
236	0.09085978266
237	0.09061443696
238	0.09026976732
239	0.09001799496
240	0.08975612515
241	0.08955091382
242	0.08927475087
243	0.08911169238
244	0.08888113651
245	0.08851757938
246	0.08829319049
247	0.08820384841
248	0.08784354485
249	0.08765426875
250	0.08749646253
251	0.08718582984
252	0.08695373331
253	0.08658756607
254	0.08647425769
255	0.08628498531
256	0.08609800886
257	0.08587479663
258	0.08564316635
259	0.08543583368
260	0.08532271609
261	0.08504404011
262	0.08491354346
263	0.08470487455
264	0.08448703599
265	0.08430659943
266	0.08410978984
267	0.08399364698
268	0.08388472381
269	0.08377007878
270	0.08351537472
271	0.08322099297
272	0.08294331536
273	0.08278178365
274	0.08263670174
275	0.08244087743
276	0.08230441089
277	0.0821405585
278	0.08202563034
279	0.08181892025
280	0.08165361442
281	0.08148637919
282	0.08123928246
283	0.08094601545
284	0.08076147583
285	0.0805122806
286	0.08034511419
287	0.08016956887
288	0.07997127293
289	0.07980414127
290	0.07957599336
291	0.07946180425
292	0.07934436054
293	0.07919904445
294	0.07902878953
295	0.07880956658
296	0.07861503054
297	0.07840147663
298	0.07831136882
299	0.07814047682
300	0.07794089791
301	0.07785590206
302	0.07762309688
303	0.07749874655
304	0.07740289977
305	0.07724230856
306	0.07711083597
307	0.07694087587
308	0.0768085425
309	0.07660163791
310	0.07644483181
311	0.07621202282
312	0.07605859135
313	0.07592092661
314	0.07578644473
315	0.07554508228
316	0.07542576296
317	0.07530391541
318	0.07514704269
319	0.07499449621
320	0.07484822553
321	0.07463733414
322	0.07451059807
323	0.07435767088
324	0.07423438913
325	0.07407966836
326	0.07394161745
327	0.07375931124
328	0.07355893883
329	0.0733943639
330	0.07324565134
331	0.07309059984
332	0.07299395841
333	0.07284897448
334	0.07270597088
335	0.07258827697
336	0.07239625764
337	0.07217828274
338	0.07202235395
339	0.07194970031
340	0.07179896501
341	0.07167534162
342	0.07152601781
343	0.07136643906
344	0.07117127957
345	0.0710466245
346	0.07093272608
347	0.0707369884
348	0.07055832169
349	0.07044813735
350	0.07023084219
351	0.07012922736
352	0.06999654562
353	0.06984994946
354	0.06975233152
355	0.0696616627
356	0.06957613694
357	0.06942966357
358	0.06921380482
359	0.06913378088
360	0.06902056139
361	0.06885762391
362	0.06875410157
363	0.06854234023
364	0.06842663764
365	0.06830113746
366	0.06816563124
367	0.06804491191
368	0.06789963739
369	0.06779926895
370	0.06772242403
371	0.06763154758
372	0.06756965263
373	0.06746650679
374	0.0673479835
375	0.0671933176
376	0.06709901011
377	0.06691669582
378	0.06684931777
379	0.06664562706
380	0.06654010015
381	0.06641959201
382	0.06626692389
383	0.06618607933
384	0.06606816174
385	0.0659093123
386	0.06582174413
387	0.06574412895
388	0.06568930613
389	0.06553703118
390	0.06547042465
391	0.06533432863
392	0.06517390926
393	0.06513272072
394	0.06492939544
395	0.06490256554
396	0.06482270522
397	0.06474712927
398	0.06464842661
399	0.06452872951
400	0.06447245552
401	0.06434223952
402	0.06426455315
403	0.06417237098
404	0.06409636544
405	0.06397848082
406	0.0638001655
407	0.06370769612
408	0.06358039315
409	0.06350770433
410	0.06334902329
411	0.06326592115
412	0.06310748193
413	0.06297953093
414	0.06288836124
415	0.06275231805
416	0.06268924604
417	0.06261808565
418	0.06252129699
419	0.06243185076
420	0.0622475595
421	0.06214038493
422	0.06204779631
423	0.0619371751
424	0.06181936027
425	0.06175132399
426	0.06158071598
427	0.06150846304
428	0.06147364664
429	0.06132423062
430	0.06122559215
431	0.06115647895
432	0.06108358384
433	0.06090619824
434	0.06080448993
435	0.06071735015
436	0.06065476733
437	0.06054442367
438	0.06042382267
439	0.06035400067
440	0.0602297458
441	0.06016630649
442	0.06008510146
443	0.05991258616
444	0.05973388626
445	0.05964030794
446	0.05952323687
447	0.05942577017
448	0.059330934
449	0.05922812192
450	0.05910444479
451	0.05896868225
452	0.05874646603
453	0.05865845203
454	0.0585426019
455	0.05846500306
456	0.05839111722
457	0.05827519246
458	0.05817931006
459	0.05807792672
460	0.05794232647
461	0.05787000837
462	0.05776955876
463	0.0576713198
464	0.05760163063
465	0.05750610082
466	0.05738784128
467	0.05732878175
468	0.05727121077
469	0.05715966816
470	0.05704194913
471	0.05696407152
472	0.05689543531
473	0.0568185009
474	0.05677020575
475	0.05669574435
476	0.05658862083
477	0.05653020839
478	0.05644222613
479	0.05638172337
480	0.05632065872
481	0.05623513128
482	0.05615898715
483	0.05608532628
484	0.05596817651
485	0.05589797476
486	0.05571023885
487	0.05559853172
488	0.05550740452
489	0.05543054653
490	0.05533188713
491	0.05518970056
492	0.05506952073
493	0.05496890668
494	0.05486854802
495	0.05477650319
496	0.05466672287
497	0.05461987641
498	0.05451865256
499	0.05444481711
500	0.05437763288
501	0.05430617145
502	0.05425061452
503	0.05419379454
504	0.05404271512
505	0.05398222075
506	0.05391631866
507	0.05380950271
508	0.05371889141
509	0.05368718837
510	0.0535952712
511	0.05345954492
512	0.05337985516
513	0.05329982629
514	0.05323570368
515	0.0531633564
516	0.05306465486
517	0.05287050111
518	0.05275010931
519	0.05268210368
520	0.05261284645
521	0.05257360132
522	0.05243485364
523	0.05233895782
524	0.05221391283
525	0.05215240405
526	0.05204921514
527	0.051992735
528	0.05190529717
529	0.05183270786
530	0.05175216628
531	0.05164931428
532	0.05158224536
533	0.05150620235
534	0.05143583747
535	0.0513828765
536	0.05126556826
537	0.05117681455
538	0.0511286464
539	0.05106049399
540	0.05098519845
541	0.05089385197
542	0.05080211596
543	0.05074974843
544	0.05066177606
545	0.05061993286
546	0.05053049429
547	0.05046320043
548	0.05042646701
549	0.05040206726
550	0.05032797757
551	0.05024859373
552	0.05009077743
553	0.05005713982
554	0.05003555563
555	0.04995367835
556	0.04989094174
557	0.04981469235
558	0.04973641939
559	0.04965803008
560	0.04957828747
561	0.04948706075
562	0.04940970662
563	0.0493611004
564	0.04934441982
565	0.04929475796
566	0.04923587542
567	0.04917036765
568	0.04912655268
569	0.04907400695
570	0.04900794173
571	0.04894755595
572	0.04887681092
573	0.04884344867
574	0.04874677441
575	0.04864790907
576	0.04843817795
577	0.04836780888
578	0.04829825286
579	0.04826229443
580	0.04823198082
581	0.04818202405
582	0.04810535579
583	0.0480534283
584	0.04798116342
585	0.04793021614
586	0.04788193587
587	0.04783540065
588	0.04779576046
589	0.04774228926
590	0.04767623831
591	0.04761370678
592	0.04754414099
593	0.04751772227
594	0.04746574511
595	0.04738751698
596	0.0473137479
597	0.04726891581
598	0.04720954389
599	0.04710728834
600	0.04707537393
601	0.04703802592
602	0.04700429176
603	0.04696136077
604	0.04690898663
605	0.04685158076
606	0.04679558318
607	0.04673346127
608	0.04663849372
609	0.04660047326
610	0.04638321621
611	0.04631344873
612	0.04628662934
613	0.04620277413
614	0.04612664253
615	0.04607677265
616	0.04593521522
617	0.04588737811
618	0.04584804193
619	0.04576907251
620	0.04571428807
621	0.04566131189
622	0.04558737332
623	0.04555406636
624	0.04546981735
625	0.0454378014
626	0.04536979187
627	0.04532470387
628	0.04528899199
629	0.04524696057
630	0.04521416443
631	0.04515715076
632	0.04511181166
633	0.04506697772
634	0.04504191547
635	0.04482910614
636	0.04479678276
637	0.04475507263
638	0.04472930839
639	0.04466484625
640	0.04463662933
641	0.04457446366
642	0.04451203964
643	0.04440048305
644	0.04433006316
645	0.04423458947
646	0.04415579635
647	0.04410041155
648	0.04405650278
649	0.04396547332
650	0.04388663688
651	0.04384724064
652	0.0437992753
653	0.04375667313
654	0.0437254868
655	0.04368425654
656	0.04360634916
657	0.04353095426
658	0.04341944582
659	0.04337052521
660	0.04330648752
661	0.04326570489
662	0.04318195396
663	0.04312370017
664	0.04309227016
665	0.04295683102
666	0.04291456977
667	0.04287261831
668	0.04283781734
669	0.04279383931
670	0.04270560009
671	0.04260246722
672	0.0425385469
673	0.04249161513
674	0.04245364394
675	0.04241022422
676	0.04234674281
677	0.04226906789
678	0.04222689024
679	0.04217666581
680	0.04207003486
681	0.04204295624
682	0.04199532217
683	0.04194638018
684	0.04186277041
685	0.04183566057
686	0.04181192759
687	0.04177217995
688	0.04169708745
689	0.04165086868
690	0.04160215579
691	0.04157716791
692	0.04154093465
693	0.04149639644
694	0.04148033109
695	0.04143116019
696	0.04139810332
697	0.04132257621
698	0.04124929469
699	0.04119039253
700	0.04114275434
701	0.04110175143
702	0.04106714989
703	0.04101657705
704	0.04094641411
705	0.04090617308
706	0.04086844841
707	0.04083064964
708	0.04079961491
709	0.04074211626
710	0.04068764065
711	0.04062112815
712	0.04058896474
713	0.04053276273
714	0.04047639523
715	0.04041643695
716	0.04037585824
717	0.04036056997
718	0.04028231087
719	0.04025763427
720	0.04023994585
721	0.04021971354
722	0.04013493014
723	0.04011245698
724	0.04009802524
725	0.04006916371
726	0.03999692413
727	0.03996971506
728	0.03991421932
729	0.03988348515
730	0.03983463543
731	0.0397616562
732	0.03972876876
733	0.03968221081
734	0.03963925559
735	0.03958307226
736	0.03952215572
737	0.03948500476
738	0.03937433589
739	0.03931886354
740	0.03927181192
741	0.03922317822
742	0.03919914874
743	0.0391024496
744	0.03905009427
745	0.03902026499
746	0.03897570362
747	0.03892216328
748	0.03888706524
749	0.03885951243
750	0.03877598523
751	0.03875927389
752	0.03873560837
753	0.03871179114
754	0.03866907388
755	0.03864983483
756	0.03861849074
757	0.03857518396
758	0.03853819993
759	0.0385092603
760	0.03848007516
761	0.03841753208
762	0.03836448592
763	0.03834390208
764	0.03831431011
765	0.03829341737
766	0.03825394708
767	0.03822059351
768	0.03818040823
769	0.03813061172
770	0.03809382942
771	0.03805841987
772	0.03795410908
773	0.03792174726
774	0.03790584705
775	0.03786563313
776	0.03775947531
777	0.03772621487
778	0.03768242386
779	0.03763416218
780	0.03759654935
781	0.03753678839
782	0.03750762602
783	0.03747839032
784	0.03735780176
785	0.0373426422
786	0.03730595127
787	0.03727495938
788	0.03724885435
789	0.03717634317
790	0.03713841842
791	0.03709738001
792	0.03706711995
793	0.03701226011
794	0.03697707929
795	0.03693075823
796	0.03690099175
797	0.0368740796
798	0.0368514114
799	0.03682141279
800	0.03677417588
801	0.03673893558
802	0.03669095402
803	0.0366821493
804	0.03664163709
805	0.03654465718
806	0.03652726299
807	0.0364479967
808	0.03642004315
809	0.03639584111
810	0.03637077008
811	0.03633114812
812	0.03626429422
813	0.03622542509
814	0.03620667352
815	0.03610398655
816	0.03606151103
817	0.03600294536
818	0.03598537574
819	0.03594001371
820	0.03592327994
821	0.03589918609
822	0.03584556499
823	0.03579343265
824	0.03577243043
825	0.03574908319
826	0.03573181028
827	0.03566159003
828	0.03563344711
829	0.03559992923
830	0.03557323552
831	0.03553996951
832	0.03552379341
833	0.03548643924
834	0.03545387394
835	0.03539893178
836	0.03536943559
837	0.03534662481
838	0.03533261396
839	0.03529697546
840	0.03519229535
841	0.03513708473
842	0.0351013155
843	0.03506108783
844	0.0350417319
845	0.03497659636
846	0.03491012092
847	0.0348850735
848	0.03485714104
849	0.03483774612
850	0.03480182488
851	0.0347784512
852	0.03474988092
853	0.03471863714
854	0.03467744362
855	0.03465072429
856	0.03463456596
857	0.03457666704
858	0.03455288793
859	0.03451365844
860	0.03449052894
861	0.03445518596
862	0.03443335235
863	0.03439626236
864	0.03434486465
865	0.03432479027
866	0.03429184801
867	0.03425356501
868	0.03419353371
869	0.03413730717
870	0.03410264732
871	0.0340462803
872	0.03401723163
873	0.03399659526
874	0.03394510028
875	0.03386279259
876	0.03385127169
877	0.03381612199
878	0.03377917285
879	0.03374616759
880	0.0337086493
881	0.03367006013
882	0.03363066053
883	0.03360579769
884	0.03355115662
885	0.03350361432
886	0.0334886251
887	0.03344966443
888	0.03343345294
889	0.03340509632
890	0.03334713206
891	0.03332776842
892	0.03330138317
893	0.03326529464
894	0.03324090845
895	0.0332288227
896	0.0331650762
897	0.03313339791
898	0.03309769078
899	0.03306508385
900	0.03303462049
901	0.03301725728
902	0.03298988193
903	0.03293235464
904	0.03289720224
905	0.03287284555
906	0.03282832175
907	0.03280863885
908	0.03274200599
909	0.03269879478
910	0.03267762802
911	0.03263583991
912	0.03259629318
913	0.0325785535
914	0.03255689644
915	0.03251910481
916	0.03249215219
917	0.03247542585
918	0.03246302997
919	0.03243551306
920	0.03242066903
921	0.03240271938
922	0.03237415797
923	0.03230304748
924	0.03226104539
925	0.03223491495
926	0.03218381189
927	0.03214615129
928	0.0321096157
929	0.03208600684
930	0.03203191488
931	0.0319992718
932	0.03198048817
933	0.03193705878
934	0.0319133761
935	0.03186089323
936	0.03183737132
937	0.03179217337
938	0.03174369257
939	0.03171805562
940	0.03170114881
941	0.03167911935
942	0.03166515017
943	0.03164203284
944	0.0316309447
945	0.03158834636
946	0.03154359328
947	0.03151834973
948	0.03148970928
949	0.03146751988
950	0.03143504463
951	0.0314116229
952	0.03138647027
953	0.03137707127
954	0.03135428428
955	0.03133491809
956	0.03129640333
957	0.03125962787
958	0.0312327616
959	0.03120804716
960	0.03117150045
961	0.03114607268
962	0.03112366808
963	0.03107488704
964	0.03105436176
965	0.031012622
966	0.03098908608
967	0.03096190217
968	0.03092940577
969	0.0309118336
970	0.03087489182
971	0.03081368717
972	0.03078669144
973	0.03074722286
974	0.03072636519
975	0.03070173817
976	0.03064470793
977	0.03061033328
978	0.03059192955
979	0.03055921386
980	0.03053438065
981	0.03051105077
982	0.03048315524
983	0.03044316662
984	0.03041962347
985	0.03039517535
986	0.03036518269
987	0.03034489052
988	0.03031345339
989	0.03029099394
990	0.03025457168
991	0.03022392371
992	0.03018553914
993	0.03016824179
994	0.03015024314
995	0.03013455529
996	0.03010315315
997	0.03008889467
998	0.03006177069
999	0.03003647668
1000	0.03002080873
1001	0.02998314756
1002	0.0299569749
1003	0.02993806688
1004	0.02991437048
1005	0.02989123957
1006	0.02987687785
1007	0.02982935191
1008	0.02979742874
1009	0.02976127921
1010	0.02973599491
1011	0.02970783249
1012	0.02967275405
1013	0.029651156
1014	0.02963617663
1015	0.02959771133
1016	0.02958097197
1017	0.02956005952
1018	0.02952813868
1019	0.02950988573
1020	0.02944463511
1021	0.02941776512
1022	0.02938982657
1023	0.02938058902
1024	0.02936283701
1025	0.02934615705
1026	0.02930455118
1027	0.02928920512
1028	0.02927691075
1029	0.02925508338
1030	0.02923324608
1031	0.02921757687
1032	0.02919017058
1033	0.02916409384
1034	0.02913655254
1035	0.02911465108
1036	0.02909548832
1037	0.02907171114
1038	0.02904130458
1039	0.02900521271
1040	0.02898447083
1041	0.02895999532
1042	0.02892546653
1043	0.02890092675
1044	0.02886272275
1045	0.02885768034
1046	0.02883336466
1047	0.02881300635
1048	0.0287933695
1049	0.02877111707
1050	0.02875125574
1051	0.02873130337
1052	0.02871061976
1053	0.02868363308
1054	0.02865989559
1055	0.02863378268
1056	0.02859366381
1057	0.02858325715
1058	0.02855817374
1059	0.0285133649
1060	0.02845660999
1061	0.02844234825
1062	0.02841515679
1063	0.02838318672
1064	0.0283659541
1065	0.02835132599
1066	0.02834434727
1067	0.02833295672
1068	0.02828588361
1069	0.02826821728
1070	0.02824583544
1071	0.02822842732
1072	0.02821156283
1073	0.02819034474
1074	0.02817214019
1075	0.02816244158
1076	0.02813750489
1077	0.02809126605
1078	0.02807263154
1079	0.0280550932
1080	0.02801255386
1081	0.02797515103
1082	0.02795219729
1083	0.02793094221
1084	0.02790564027
1085	0.02788204608
1086	0.027859839
1087	0.02784724367
1088	0.02780761285
1089	0.02779106211
1090	0.02776975946
1091	0.02775583662
1092	0.02773117242
1093	0.02771744831
1094	0.0276941866
1095	0.02768044548
1096	0.02764665886
1097	0.02762108178
1098	0.02759788594
1099	0.02757917414
1100	0.0275440741
1101	0.0275217431
1102	0.02751312097
1103	0.02749685094
1104	0.02744511444
1105	0.02743380318
1106	0.0274116558
1107	0.02738064161
1108	0.02736612246
1109	0.02733912463
1110	0.02732139935
1111	0.02729465656
1112	0.02727910102
1113	0.02726399985
1114	0.02724502649
1115	0.02722282739
1116	0.0271893022
1117	0.02717062826
1118	0.02715143855
1119	0.02711326703
1120	0.02709365124
1121	0.02706748647
1122	0.02704666567
1123	0.02703049307
1124	0.02698789776
1125	0.02697444632
1126	0.02695611653
1127	0.02694516636
1128	0.02691284619
1129	0.02689743178
1130	0.02686403004
1131	0.0268327265
1132	0.02681770342
1133	0.02680617785
1134	0.02678864881
1135	0.02675635478
1136	0.0267389669
1137	0.02672706147
1138	0.02670574035
1139	0.02669159669
1140	0.02666221306
1141	0.0266364308
1142	0.02662635643
1143	0.02661912239
1144	0.02658383051
1145	0.026570833
1146	0.02655063343
1147	0.02653064741
1148	0.02649746065
1149	0.0264640821
1150	0.02643765462
1151	0.02642245623
1152	0.02640429713
1153	0.02639144832
1154	0.02635062045
1155	0.02634040601
1156	0.02632915935
1157	0.02631420742
1158	0.02630820302
1159	0.02629329509
1160	0.02625925149
1161	0.02624776615
1162	0.02619720254
1163	0.02619120477
1164	0.02617471052
1165	0.02615457098
1166	0.02613746048
1167	0.02611626606
1168	0.0261025499
1169	0.02608049711
1170	0.02605937472
1171	0.02603588076
1172	0.02602087948
1173	0.02599984634
1174	0.02598203973
1175	0.02594959496
1176	0.02593903186
1177	0.02592049676
1178	0.0259050859
1179	0.02588675771
1180	0.02585779121
1181	0.02583584141
1182	0.02580354049
1183	0.02577794411
1184	0.02575752389
1185	0.02572507229
1186	0.02567981674
1187	0.02566526649
1188	0.02564297796
1189	0.02563166817
1190	0.0255647064
1191	0.02555055439
1192	0.02552956622
1193	0.02547056894
1194	0.02545538857
1195	0.02543264125
1196	0.02541913427
1197	0.02540653459
1198	0.02538857402
1199	0.02535843645
1200	0.02532741314
1201	0.02530476934
1202	0.02529389333
1203	0.0252767286
1204	0.02524914533
1205	0.02523712048
1206	0.02521405019
1207	0.02519471288
1208	0.02517771435
1209	0.02514925805
1210	0.02513447922
1211	0.0251143283
1212	0.02508610485
1213	0.02507248821
1214	0.02506513594
1215	0.0250448373
1216	0.02502783683
1217	0.02499780423
1218	0.02496145872
1219	0.02495258312
1220	0.02493776052
1221	0.02492624679
1222	0.02491209453
1223	0.02488478806
1224	0.02487593362
1225	0.02485373965
1226	0.02483144047
1227	0.02480802381
1228	0.02480050361
1229	0.02476459398
1230	0.0247499779
1231	0.02473230373
1232	0.02472660966
1233	0.0247170212
1234	0.02469756644
1235	0.02467081376
1236	0.02464385151
1237	0.02462072508
1238	0.02460507592
1239	0.02458623676
1240	0.02457472404
1241	0.02455035201
1242	0.02450784695
1243	0.02449683314
1244	0.02448811391
1245	0.02447205703
1246	0.02445561162
1247	0.02443098077
1248	0.02440798434
1249	0.02438865655
1250	0.02437050893
1251	0.0243656357
1252	0.02435340153
1253	0.0243349257
1254	0.02432405177
1255	0.02431410415
1256	0.02429784163
1257	0.02428930555
1258	0.02427537712
1259	0.02425478286
1260	0.02419332722
1261	0.0241710685
1262	0.02416154907
1263	0.02414933056
1264	0.02413047133
1265	0.02410993095
1266	0.02409508825
1267	0.0240863762
1268	0.02407584552
1269	0.02406418996
1270	0.02405389663
1271	0.02403773768
1272	0.02403479927
1273	0.02401817918
1274	0.02400155284
1275	0.02398726704
1276	0.02397476712
1277	0.0239591194
1278	0.02395006281
1279	0.02393046581
1280	0.02391989986
1281	0.02390235142
1282	0.02388430127
1283	0.02386319054
1284	0.02384868049
1285	0.02383646481
1286	0.02382550805
1287	0.02381412186
1288	0.02379870163
1289	0.0237846079
1290	0.02375790459
1291	0.02373858213
1292	0.02372907947
1293	0.02371769501
1294	0.02369645567
1295	0.02367962058
1296	0.0236675384
1297	0.02365403445
1298	0.02364924105
1299	0.02363498473
